text,label
"I absolutely love this experience, it's amazing!",positive
The app is overpriced and underdelivers badly.,negative
"Absolutely delighted with the watch, five stars.",positive
"Absolutely awful quality, this car fell apart fast.",negative
I'm frustrated because the software keeps failing.,negative
"This package is a game changer, thank you so much!",positive
This book exceeded all my expectations.,positive
The meeting about the vacation is at 3 PM.,neutral
The subscription is compatible with most devices.,neutral
I'm frustrated because the delivery keeps failing.,negative
The package works great and looks even better.,positive
This subscription arrived damaged and unusable.,negative
"Absolutely awful quality, this team fell apart fast.",negative
The team comes in three different colors.,neutral
This restaurant made everything so much more difficult.,negative
I used the car for about an hour today.,neutral
I'm annoyed that the device stopped working so quickly.,negative
I really hate how this delivery turned out.,negative
They discussed the delivery during the conference call.,neutral
"The movie was a huge letdown, poor quality overall.",negative
The customer support for this meal was awful.,negative
The hotel broke after just one day of use.,negative
I can't believe how poorly the delivery performs.,negative
I have not decided yet whether I like the flight.,neutral
The hotel made my day so much better.,positive
The store has the experience in stock again.,neutral
The camera is currently being reviewed by the team.,neutral
The course was delivered in a plain box.,neutral
This headphones arrived damaged and unusable.,negative
The book requires two batteries to operate.,neutral
I read the instructions for the website yesterday.,neutral
The app made my day so much better.,positive
This phone made everything so much more difficult.,negative
The software is overpriced and underdelivers badly.,negative
I had a great time using this vacation today.,positive
The subscription has a standard one year warranty.,neutral
This flight is a complete waste of money.,negative
The hotel is overpriced and underdelivers badly.,negative
"I'm so happy with this website, it works perfectly.",positive
Nothing about this movie works the way it should.,negative
Nothing about this service works the way it should.,negative
Everything about this camera feels premium and well made.,positive
The phone is overpriced and underdelivers badly.,negative
They discussed the service during the conference call.,neutral
This tool exceeded all my expectations.,positive
The laptop made my day so much better.,positive
"This website is exactly what I needed, perfect!",positive
"Absolutely awful quality, this product fell apart fast.",negative
I can't stop smiling because of this team.,positive
"Avoid this meal, it constantly malfunctions.",negative
The game has a standard one year warranty.,neutral
"Such a bad experience, the headphones is unreliable.",negative
"I absolutely love this software, it's amazing!",positive
It took some time to set up the gadget.,neutral
The gadget is overpriced and underdelivers badly.,negative
I am still testing out the hotel this week.,neutral
The app works great and looks even better.,positive
"Great job on the website, everything works flawlessly.",positive
"Terrible experience with this book, would not recommend.",negative
The experience requires two batteries to operate.,neutral
"Such a bad experience, the laptop is unreliable.",negative
The hotel requires two batteries to operate.,neutral
"Avoid this camera, it constantly malfunctions.",negative
The tool arrived on Tuesday as scheduled.,neutral
Such a wonderful experience with this headphones.,positive
I'm annoyed that the movie stopped working so quickly.,negative
"Great job on the software update, everything works flawlessly.",positive
"Terrible experience with this laptop, would not recommend.",negative
"The presentation was a huge letdown, poor quality overall.",negative
The phone made my day so much better.,positive
The software update works great and looks even better.,positive
I used the hotel for about an hour today.,neutral
He walked to the store and bought some bread.,neutral
"Avoid this game, it constantly malfunctions.",negative
Really impressed by the quality of this hotel.,positive
I read the instructions for the presentation yesterday.,neutral
I had a great time using this software today.,positive
I can't believe how poorly the software performs.,negative
The laptop is currently being reviewed by the team.,neutral
"What a fantastic experience, truly impressive quality.",positive
I'm annoyed that the book stopped working so quickly.,negative
The meal left me feeling angry and cheated.,negative
"This game is exactly what I needed, perfect!",positive
The store has the gadget in stock again.,neutral
"Avoid this book, it constantly malfunctions.",negative
I used the vacation for about an hour today.,neutral
This software update is the worst I have ever purchased.,negative
The website works great and looks even better.,positive
"Terrible experience with this vacation, would not recommend.",negative
I can't stop smiling because of this restaurant.,positive
They discussed the book during the conference call.,neutral
I really hate how this gadget turned out.,negative
The software arrived on Tuesday as scheduled.,neutral
"What a fantastic tool, truly impressive quality.",positive
The laptop weighs approximately two kilograms.,neutral
This product arrived damaged and unusable.,negative
The meal is priced at fifty dollars.,neutral
I can't stop smiling because of this watch.,positive
The website requires two batteries to operate.,neutral
I'm thrilled with how well the car performs.,positive
I'm thrilled with how well the tool performs.,positive
I can't believe how poorly the package performs.,negative
"This hotel is exactly what I needed, perfect!",positive
"What a fantastic app, truly impressive quality.",positive
I really hate how this book turned out.,negative
I can't stop smiling because of this software update.,positive
Nothing about this software update works the way it should.,negative
The subscription was delivered in a plain box.,neutral
"Great job on the restaurant, everything works flawlessly.",positive
"The vacation was a huge letdown, poor quality overall.",negative
"Avoid this team, it constantly malfunctions.",negative
"Avoid this hotel, it constantly malfunctions.",negative
They discussed the website during the conference call.,neutral
"The camera was a huge letdown, poor quality overall.",negative
I appreciate how easy the gadget is to use.,positive
"Such a bad experience, the meal is unreliable.",negative
There is a new update available for the device.,neutral
"This car is a game changer, thank you so much!",positive
I used the course for about an hour today.,neutral
"I absolutely love this laptop, it's amazing!",positive
"I'm so happy with this software update, it works perfectly.",positive
This software is similar to the previous version.,neutral
The software left me feeling angry and cheated.,negative
The store has the meal in stock again.,neutral
"Such a bad experience, the device is unreliable.",negative
"The phone was a huge letdown, poor quality overall.",negative
I'm frustrated because the vacation keeps failing.,negative
This service arrived damaged and unusable.,negative
The laptop broke after just one day of use.,negative
I can't believe how poorly the movie performs.,negative
"Absolutely delighted with the meal, five stars.",positive
The customer support for this flight was awful.,negative
The experience has a standard one year warranty.,neutral
This experience is a complete waste of money.,negative
"Absolutely awful quality, this watch fell apart fast.",negative
I'm frustrated because the watch keeps failing.,negative
The service comes in three different colors.,neutral
I can't believe how poorly the vacation performs.,negative
This team is a complete waste of money.,negative
The movie is overpriced and underdelivers badly.,negative
The customer service for this watch was outstanding.,positive
I used the delivery for about an hour today.,neutral
"The gadget was a huge letdown, poor quality overall.",negative
"I regret buying this car, total disappointment.",negative
This package is similar to the previous version.,neutral
I'm frustrated because the app keeps failing.,negative
"I'm so disappointed with the software update, it barely works.",negative
The game is priced at fifty dollars.,neutral
The team arrived on Tuesday as scheduled.,neutral
I used the app for about an hour today.,neutral
The camera broke after just one day of use.,negative
I'm frustrated because the flight keeps failing.,negative
I'm frustrated because the presentation keeps failing.,negative
This delivery is a complete waste of money.,negative
"Absolutely awful quality, this website fell apart fast.",negative
This gadget is a complete waste of money.,negative
"I regret buying this experience, total disappointment.",negative
This meal is the worst I have ever purchased.,negative
The customer support for this vacation was awful.,negative
This product is the worst I have ever purchased.,negative
The delivery left me feeling angry and cheated.,negative
"Avoid this experience, it constantly malfunctions.",negative
This course made everything so much more difficult.,negative
I have not decided yet whether I like the headphones.,neutral
I used the headphones for about an hour today.,neutral
It took some time to set up the software update.,neutral
This app made everything so much more difficult.,negative
Really impressed by the quality of this camera.,positive
The meal comes in three different colors.,neutral
Everything about this book feels premium and well made.,positive
The report on the vacation will be released tomorrow.,neutral
"I'm so disappointed with the restaurant, it barely works.",negative
The website is currently being reviewed by the team.,neutral
This is the best device on the market right now.,positive
I am still testing out the car this week.,neutral
Really impressed by the quality of this phone.,positive
The gadget is currently being reviewed by the team.,neutral
The meeting about the presentation is at 3 PM.,neutral
This device made everything so much more difficult.,negative
"The flight was a huge letdown, poor quality overall.",negative
I had a great time using this product today.,positive
"I'm so happy with this movie, it works perfectly.",positive
The phone is compatible with most devices.,neutral
Really impressed by the quality of this tool.,positive
"I'm so disappointed with the product, it barely works.",negative
The meeting about the software update is at 3 PM.,neutral
There is a new update available for the tool.,neutral
"Such a bad experience, the software is unreliable.",negative
"I regret buying this device, total disappointment.",negative
The meal requires two batteries to operate.,neutral
I'm annoyed that the watch stopped working so quickly.,negative
The delivery is compatible with most devices.,neutral
I can't stop smiling because of this experience.,positive
"This app is exactly what I needed, perfect!",positive
I have not decided yet whether I like the device.,neutral
The phone requires two batteries to operate.,neutral
"This book is exactly what I needed, perfect!",positive
The camera weighs approximately two kilograms.,neutral
This product made everything so much more difficult.,negative
This course is a complete waste of money.,negative
The software is compatible with most devices.,neutral
I used the game for about an hour today.,neutral
"Avoid this delivery, it constantly malfunctions.",negative
The game arrived on Tuesday as scheduled.,neutral
The phone is priced at fifty dollars.,neutral
I'm annoyed that the hotel stopped working so quickly.,negative
The meeting about the movie is at 3 PM.,neutral
The tool comes in three different colors.,neutral
"I'm so happy with this software, it works perfectly.",positive
I have not decided yet whether I like the gadget.,neutral
"Such a bad experience, the book is unreliable.",negative
"This camera is exactly what I needed, perfect!",positive
I had a great time using this software update today.,positive
I am still testing out the meal this week.,neutral
I am still testing out the restaurant this week.,neutral
I read the instructions for the vacation yesterday.,neutral
The vacation weighs approximately two kilograms.,neutral
I can't stop smiling because of this flight.,positive
"What a fantastic device, truly impressive quality.",positive
I am still testing out the laptop this week.,neutral
This hotel exceeded all my expectations.,positive
It took some time to set up the team.,neutral
"This flight is a game changer, thank you so much!",positive
The customer support for this website was awful.,negative
I appreciate how easy the delivery is to use.,positive
I'm thrilled with how well the delivery performs.,positive
"This presentation is exactly what I needed, perfect!",positive
This delivery made everything so much more difficult.,negative
"This laptop is exactly what I needed, perfect!",positive
Everything about this software update feels premium and well made.,positive
The customer support for this software update was awful.,negative
They discussed the software update during the conference call.,neutral
The report on the restaurant will be released tomorrow.,neutral
"I regret buying this subscription, total disappointment.",negative
I used the watch for about an hour today.,neutral
They discussed the game during the conference call.,neutral
This watch is the worst I have ever purchased.,negative
This is the best hotel on the market right now.,positive
"Best product I have ever used, highly recommend it.",positive
"I absolutely love this device, it's amazing!",positive
The hotel is currently being reviewed by the team.,neutral
I am still testing out the device this week.,neutral
I had a great time using this game today.,positive
I appreciate how easy the package is to use.,positive
I can't stop smiling because of this book.,positive
The website weighs approximately two kilograms.,neutral
"This restaurant is a game changer, thank you so much!",positive
I have not decided yet whether I like the course.,neutral
I am still testing out the experience this week.,neutral
The software requires two batteries to operate.,neutral
Such a wonderful experience with this book.,positive
This vacation is similar to the previous version.,neutral
I'm thrilled with how well the subscription performs.,positive
"Avoid this headphones, it constantly malfunctions.",negative
It took some time to set up the experience.,neutral
"I'm so disappointed with the headphones, it barely works.",negative
"I regret buying this headphones, total disappointment.",negative
The movie works great and looks even better.,positive
The service here was rude and completely unhelpful.,negative
The movie was delivered in a plain box.,neutral
"Great job on the vacation, everything works flawlessly.",positive
It took some time to set up the movie.,neutral
I can't stop smiling because of this meal.,positive
The course made my day so much better.,positive
I'm annoyed that the package stopped working so quickly.,negative
The meeting about the car is at 3 PM.,neutral
"This course is exactly what I needed, perfect!",positive
This game is similar to the previous version.,neutral
The customer support for this phone was awful.,negative
The package has a standard one year warranty.,neutral
Really impressed by the quality of this subscription.,positive
"The service was a huge letdown, poor quality overall.",negative
The laptop is compatible with most devices.,neutral
The movie is compatible with most devices.,neutral
"The laptop was a huge letdown, poor quality overall.",negative
I'm annoyed that the subscription stopped working so quickly.,negative
The report on the gadget will be released tomorrow.,neutral
I can't stop smiling because of this subscription.,positive
This product exceeded all my expectations.,positive
The subscription weighs approximately two kilograms.,neutral
I had a great time using this presentation today.,positive
Nothing about this course works the way it should.,negative
"I regret buying this software, total disappointment.",negative
"You did an amazing job, I'm proud of you!",positive
I'm frustrated because the hotel keeps failing.,negative
"I'm so happy with this laptop, it works perfectly.",positive
This website is the worst I have ever purchased.,negative
The team requires two batteries to operate.,neutral
Really impressed by the quality of this gadget.,positive
This package is the worst I have ever purchased.,negative
The experience weighs approximately two kilograms.,neutral
"Great job on the laptop, everything works flawlessly.",positive
"I absolutely love this website, it's amazing!",positive
The customer service for this headphones was outstanding.,positive
The phone arrived on Tuesday as scheduled.,neutral
I appreciate how easy the team is to use.,positive
The book broke after just one day of use.,negative
The camera made my day so much better.,positive
There is a new update available for the phone.,neutral
"I absolutely love this flight, it's amazing!",positive
I used the camera for about an hour today.,neutral
The customer support for this software was awful.,negative
They discussed the device during the conference call.,neutral
The customer support for this presentation was awful.,negative
The meal was delivered in a plain box.,neutral
"I'm so disappointed with the book, it barely works.",negative
"Such a bad experience, the phone is unreliable.",negative
Really impressed by the quality of this software update.,positive
"Absolutely awful quality, this game fell apart fast.",negative
The experience comes in three different colors.,neutral
The store has the team in stock again.,neutral
I can't stop smiling because of this car.,positive
The headphones is priced at fifty dollars.,neutral
This car is similar to the previous version.,neutral
"I regret buying this vacation, total disappointment.",negative
This subscription made everything so much more difficult.,negative
This is the best phone on the market right now.,positive
The report on the app will be released tomorrow.,neutral
The gadget works great and looks even better.,positive
I'm annoyed that the gadget stopped working so quickly.,negative
There is a new update available for the camera.,neutral
The meeting about the team is at 3 PM.,neutral
"Great job on the game, everything works flawlessly.",positive
"I absolutely love this meal, it's amazing!",positive
"Terrible experience with this watch, would not recommend.",negative
The car works great and looks even better.,positive
The device is currently being reviewed by the team.,neutral
I'm thrilled with how well the restaurant performs.,positive
The store has the subscription in stock again.,neutral
I really hate how this headphones turned out.,negative
I appreciate how easy the subscription is to use.,positive
I have not decided yet whether I like the subscription.,neutral
"The team was a huge letdown, poor quality overall.",negative
The customer support for this headphones was awful.,negative
Such a wonderful experience with this website.,positive
The package weighs approximately two kilograms.,neutral
"Terrible experience with this game, would not recommend.",negative
This movie made everything so much more difficult.,negative
"What a fantastic hotel, truly impressive quality.",positive
This book made everything so much more difficult.,negative
The laptop requires two batteries to operate.,neutral
The website has a standard one year warranty.,neutral
I'm frustrated because the camera keeps failing.,negative
"Best team I have ever used, highly recommend it.",positive
"I regret buying this game, total disappointment.",negative
Such a wonderful experience with this phone.,positive
This software is a complete waste of money.,negative
The camera works great and looks even better.,positive
"What a fantastic laptop, truly impressive quality.",positive
The delivery is overpriced and underdelivers badly.,negative
The gadget is compatible with most devices.,neutral
"Avoid this device, it constantly malfunctions.",negative
The report on the headphones will be released tomorrow.,neutral
The flight has a standard one year warranty.,neutral
The product broke after just one day of use.,negative
There is a new update available for the flight.,neutral
Nothing about this package works the way it should.,negative
The camera has a standard one year warranty.,neutral
